"Time","OPERATIONAL_DEMAND NSW1","OPERATIONAL_DEMAND QLD1","OPERATIONAL_DEMAND SA1","OPERATIONAL_DEMAND TAS1","OPERATIONAL_DEMAND VIC1"
2024-06-23 11:30:00,7721,4295,1309,1329,4521
2024-06-23 12:00:00,7640,4235,1156,1278,4247
2024-06-23 12:30:00,7612,4142,1081,1261,4038
2024-06-23 13:00:00,7475,4096,946,1240,3909
2024-06-23 13:30:00,7415,4200,899,1233,3962
2024-06-23 14:00:00,7468,4380,933,1220,4021
2024-06-23 14:30:00,7593,4610,995,1240,4123
2024-06-23 15:00:00,7867,5047,1023,1262,4388
2024-06-23 15:30:00,8164,5463,1304,1282,4679
2024-06-23 16:00:00,8592,6061,1398,1120,5069
2024-06-23 16:30:00,9153,6561,1596,1209,5568
2024-06-23 17:00:00,9832,6962,1733,1291,6193
2024-06-23 17:30:00,10470,7327,1922,1378,6792
2024-06-23 18:00:00,10960,7652,2059,1488,7221
2024-06-23 18:30:00,11092,7644,2179,1516,7331
2024-06-23 19:00:00,11033,7616,2207,1509,7311
2024-06-23 19:30:00,10900,7537,2163,1487,7242
2024-06-23 20:00:00,10725,7545,2135,1467,7132
2024-06-23 20:30:00,10576,7424,2098,1443,6969
2024-06-23 21:00:00,10354,7227,2044,1440,6790
2024-06-23 21:30:00,10035,7033,1993,1405,6614
2024-06-23 22:00:00,9674,6780,1910,1369,6366
2024-06-23 22:30:00,9372,6626,1819,1326,6085
2024-06-23 23:00:00,9068,6433,1729,1305,5858
2024-06-23 23:30:00,8782,6327,1650,1268,5803
2024-06-24 00:00:00,8555,6163,1658,1249,5733
2024-06-24 00:30:00,8446,6000,1660,1231,5552
2024-06-24 01:00:00,8188,5844,1646,1214,5448
2024-06-24 01:30:00,7988,5796,1622,1195,5355
2024-06-24 02:00:00,7892,5732,1595,1194,5180
2024-06-24 02:30:00,7675,5749,1560,1200,5080
2024-06-24 03:00:00,7534,5739,1530,1202,4972
2024-06-24 03:30:00,7430,5711,1492,1203,4944
2024-06-24 04:00:00,7355,5743,1472,1206,4939
2024-06-24 04:30:00,7415,5865,1466,1222,4957
2024-06-24 05:00:00,7576,5989,1526,1240,5074
2024-06-24 05:30:00,7970,6208,1521,1266,5325
2024-06-24 06:00:00,8430,6489,1573,1317,5537
2024-06-24 06:30:00,9261,6835,1632,1395,6104
2024-06-24 07:00:00,10149,7071,1729,1480,6609
2024-06-24 07:30:00,10905,7192,1846,1557,7207
2024-06-24 08:00:00,11251,6991,2010,1608,7731
2024-06-24 08:30:00,11036,6738,2123,1626,7907
2024-06-24 09:00:00,10436,6365,2174,1597,7824
2024-06-24 09:30:00,9929,5905,2127,1563,7603
2024-06-24 10:00:00,9376,5497,2046,1514,7183
2024-06-24 10:30:00,8730,5166,1879,1486,6861
2024-06-24 11:00:00,8318,4967,1825,1449,6689
2024-06-24 11:30:00,7953,4835,1837,1426,6382
2024-06-24 12:00:00,7673,4759,1891,1389,6065
2024-06-24 12:30:00,7433,4730,1831,1371,5924
2024-06-24 13:00:00,7432,4689,1716,1355,6055
2024-06-24 13:30:00,7405,4850,1707,1313,6368
2024-06-24 14:00:00,7510,5130,1597,1299,6494
2024-06-24 14:30:00,7765,5453,1496,1314,6566
2024-06-24 15:00:00,8225,5804,1636,1317,6608
2024-06-24 15:30:00,8708,6186,1636,1335,6675
2024-06-24 16:00:00,9195,6570,1787,1368,6868
2024-06-24 16:30:00,9792,6937,1806,1412,7111
2024-06-24 17:00:00,10552,7360,1903,1488,7519
2024-06-24 17:30:00,11338,7625,2088,1566,7933
2024-06-24 18:00:00,11929,7947,2249,1605,8261
2024-06-24 18:30:00,12049,7975,2390,1580,8328
2024-06-24 19:00:00,11990,7923,2381,1570,8173
2024-06-24 19:30:00,11784,7840,2364,1547,8026
2024-06-24 20:00:00,11581,7750,2302,1519,7847
2024-06-24 20:30:00,11357,7612,2250,1508,7615
2024-06-24 21:00:00,11054,7397,2185,1486,7373
2024-06-24 21:30:00,10663,7174,2102,1469,7110
2024-06-24 22:00:00,10189,6908,1998,1435,6709
2024-06-24 22:30:00,9842,6730,1863,1377,6346
2024-06-24 23:00:00,9450,6585,1748,1354,6034
2024-06-24 23:30:00,9180,6435,1651,1316,5951
2024-06-25 00:00:00,8972,6224,1663,1283,5828
2024-06-25 00:30:00,8707,6051,1630,1259,5682
2024-06-25 01:00:00,8494,5914,1645,1236,5528
2024-06-25 01:30:00,8284,5783,1614,1237,5366
2024-06-25 02:00:00,8069,5710,1574,1228,5212
2024-06-25 02:30:00,7889,5687,1532,1226,5090
2024-06-25 03:00:00,7737,5668,1483,1213,5008
2024-06-25 03:30:00,7612,5701,1445,1230,4918
2024-06-25 04:00:00,7604,5739,1433,1220,4907
2024-06-25 04:30:00,7733,5882,1451,1224,4945
2024-06-25 05:00:00,7943,6012,1461,1239,4986
2024-06-25 05:30:00,8331,6169,1483,1256,5234
2024-06-25 06:00:00,8814,6358,1511,1318,5421
2024-06-25 06:30:00,9538,6720,1560,1395,5936
2024-06-25 07:00:00,10418,6845,1681,1485,6465
2024-06-25 07:30:00,11165,6955,1821,1523,6933
2024-06-25 08:00:00,11424,6895,1974,1575,7341
2024-06-25 08:30:00,11064,6753,2074,1577,7534
2024-06-25 09:00:00,10455,6394,2010,1558,7375
2024-06-25 09:30:00,9797,6098,1866,1522,7136
2024-06-25 10:00:00,9193,5865,1731,1475,6632
2024-06-25 10:30:00,8561,5665,1654,1460,6337
2024-06-25 11:00:00,8068,5373,1636,1439,6154
2024-06-25 11:30:00,7634,5229,1710,1388,6125
2024-06-25 12:00:00,7349,5211,1821,1377,5935
2024-06-25 12:30:00,7170,5160,1858,1378,5583
2024-06-25 13:00:00,7020,5142,2075,1379,5167
2024-06-25 13:30:00,7055,5272,2024,1376,5114
2024-06-25 14:00:00,7192,5378,1949,1365,5104
2024-06-25 14:30:00,7384,5519,2178,1385,5249
2024-06-25 15:00:00,7652,5752,2107,1404,5426
2024-06-25 15:30:00,8166,6103,2186,1405,5652
2024-06-25 16:00:00,8794,6531,2180,1437,6009
2024-06-25 16:30:00,9515,6934,2208,1423,6414
2024-06-25 17:00:00,10245,7312,2307,1478,6755
2024-06-25 17:30:00,10952,7654,2402,1530,7136
2024-06-25 18:00:00,11479,7870,2488,1559,7613
2024-06-25 18:30:00,11560,7785,2549,1553,7648
2024-06-25 19:00:00,11494,7794,2538,1527,7613
2024-06-25 19:30:00,11265,7628,2495,1501,7487
2024-06-25 20:00:00,11065,7522,2419,1482,7359
2024-06-25 20:30:00,10880,7477,2358,1464,7174
2024-06-25 21:00:00,10644,7287,2282,1473,6957
2024-06-25 21:30:00,10270,7057,2203,1455,6677
2024-06-25 22:00:00,9822,6838,2105,1407,6415
2024-06-25 22:30:00,9509,6689,1985,1363,6123
2024-06-25 23:00:00,9216,6453,1864,1310,5913
2024-06-25 23:30:00,8946,6247,1757,1267,5856
2024-06-26 00:00:00,8714,6043,1756,1229,5780
2024-06-26 00:30:00,8617,5858,1736,1200,5559
2024-06-26 01:00:00,8378,5723,1730,1196,5397
2024-06-26 01:30:00,8173,5650,1693,1183,5281
2024-06-26 02:00:00,7923,5560,1685,1172,5087
2024-06-26 02:30:00,7730,5536,1643,1171,4966
2024-06-26 03:00:00,7559,5564,1612,1166,4890
2024-06-26 03:30:00,7476,5555,1580,1155,4844
2024-06-26 04:00:00,7528,5574,1567,1167,4819
2024-06-26 04:30:00,7543,5654,1562,1165,4815
2024-06-26 05:00:00,7679,5791,1518,1147,4875
2024-06-26 05:30:00,8036,5963,1495,1210,5107
2024-06-26 06:00:00,8510,6205,1500,1211,5374
2024-06-26 06:30:00,9266,6552,1536,1271,5821
2024-06-26 07:00:00,10032,6765,1650,1343,6277
2024-06-26 07:30:00,10670,6984,1766,1422,6686
2024-06-26 08:00:00,10799,6901,1926,1467,6862
2024-06-26 08:30:00,10462,6740,2050,1469,7070
2024-06-26 09:00:00,9783,6259,2048,1454,7023
2024-06-26 09:30:00,9119,5922,1923,1422,6693
2024-06-26 10:00:00,8580,5571,1806,1374,6238
2024-06-26 10:30:00,7955,5353,1675,1398,5845
2024-06-26 11:00:00,7490,5265,1613,1378,5551
2024-06-26 11:30:00,7112,5266,1519,1377,5369
2024-06-26 12:00:00,6791,5315,1546,1373,5319
2024-06-26 12:30:00,6655,5261,1573,1377,5273
2024-06-26 13:00:00,6533,5231,1611,1377,5248
2024-06-26 13:30:00,6608,5353,1661,1356,5317
2024-06-26 14:00:00,6738,5589,1643,1338,5392
2024-06-26 14:30:00,7002,5902,1594,1344,5574
2024-06-26 15:00:00,7351,6074,1656,1371,5669
2024-06-26 15:30:00,7869,6302,1727,1407,5779
2024-06-26 16:00:00,8387,6675,1712,1422,6123
2024-06-26 16:30:00,8991,6959,1791,1427,6427
2024-06-26 17:00:00,9604,7257,1941,1482,6824
2024-06-26 17:30:00,10223,7564,2065,1551,7203
2024-06-26 18:00:00,10722,7744,2185,1613,7541
2024-06-26 18:30:00,10861,7684,2272,1589,7561
2024-06-26 19:00:00,10826,7589,2287,1574,7476
2024-06-26 19:30:00,10708,7519,2256,1547,7395
2024-06-26 20:00:00,10550,7380,2200,1522,7250
2024-06-26 20:30:00,10389,7278,2138,1504,7089
2024-06-26 21:00:00,10190,7092,2089,1525,6888
2024-06-26 21:30:00,9950,6962,2013,1501,6707
2024-06-26 22:00:00,9639,6779,1904,1444,6392
2024-06-26 22:30:00,9419,6615,1796,1390,6084
2024-06-26 23:00:00,9126,6431,1688,1341,5802
2024-06-26 23:30:00,8821,6255,1591,1301,5788
2024-06-27 00:00:00,8612,6031,1610,1267,5722
2024-06-27 00:30:00,8422,5861,1624,1246,5563
2024-06-27 01:00:00,8224,5725,1623,1241,5382
2024-06-27 01:30:00,8003,5635,1577,1224,5210
2024-06-27 02:00:00,7760,5577,1557,1202,5039
2024-06-27 02:30:00,7543,5512,1475,1172,4907
2024-06-27 03:00:00,7393,5504,1427,1178,4803
2024-06-27 03:30:00,7346,5499,1398,1180,4797
2024-06-27 04:00:00,7333,5532,1378,1179,4779
2024-06-27 04:30:00,7390,5608,1364,1190,4781
2024-06-27 05:00:00,7560,5694,1354,1201,4860
2024-06-27 05:30:00,7946,5877,1370,1242,5079
2024-06-27 06:00:00,8310,6089,1378,1276,5256
2024-06-27 06:30:00,9009,6448,1422,1357,5725
2024-06-27 07:00:00,9778,6631,1518,1425,6259
2024-06-27 07:30:00,10379,6816,1629,1437,6739
2024-06-27 08:00:00,10585,6860,1775,1488,7135
2024-06-27 08:30:00,10205,6893,1874,1503,7217
2024-06-27 09:00:00,9517,6537,1875,1485,6938
2024-06-27 09:30:00,8952,5980,1784,1441,6587
2024-06-27 10:00:00,8410,5707,1686,1418,6161
2024-06-27 10:30:00,7837,5627,1600,1388,5746
2024-06-27 11:00:00,7358,5673,1598,1322,5403
2024-06-27 11:30:00,6948,5635,1600,1233,5215
2024-06-27 12:00:00,6625,5825,1507,1232,5076
2024-06-27 12:30:00,6511,5807,1448,1254,5056
2024-06-27 13:00:00,6476,5578,1480,1245,5116
2024-06-27 13:30:00,6562,5696,1444,1224,5123
2024-06-27 14:00:00,6712,5892,1471,1226,5236
2024-06-27 14:30:00,6926,5893,1391,1224,5300
2024-06-27 15:00:00,7230,6002,1298,1231,5406
2024-06-27 15:30:00,7676,6378,1300,1261,5626
2024-06-27 16:00:00,8312,6729,1291,1295,5926
2024-06-27 16:30:00,8967,6997,1436,1329,6230
2024-06-27 17:00:00,9691,7285,1637,1364,6600
2024-06-27 17:30:00,10416,7536,1789,1382,7019
2024-06-27 18:00:00,11007,7711,1970,1430,7431
2024-06-27 18:30:00,11159,7738,2119,1438,7568
2024-06-27 19:00:00,11194,7699,2170,1428,7538
2024-06-27 19:30:00,11083,7506,2183,1407,7439
2024-06-27 20:00:00,10964,7422,2156,1362,7279
2024-06-27 20:30:00,10826,7327,2131,1343,7137
2024-06-27 21:00:00,10659,7144,2075,1309,6929
2024-06-27 21:30:00,10257,6938,2019,1282,6705
2024-06-27 22:00:00,9913,6772,1953,1250,6438
2024-06-27 22:30:00,9599,6595,1845,1211,6106
2024-06-27 23:00:00,9315,6376,1747,1173,5846
2024-06-27 23:30:00,9034,6185,1673,1135,5855
2024-06-28 00:00:00,8802,5992,1684,1182,5785
2024-06-28 00:30:00,8562,5833,1665,1186,5589
2024-06-28 01:00:00,8406,5741,1670,1183,5437
2024-06-28 01:30:00,8175,5608,1629,1179,5303
2024-06-28 02:00:00,7966,5575,1620,1198,5162
2024-06-28 02:30:00,7766,5563,1562,1202,5009
2024-06-28 03:00:00,7654,5539,1517,1203,4904
2024-06-28 03:30:00,7511,5530,1479,1208,4855
2024-06-28 04:00:00,7469,5542,1442,1207,4857
2024-06-28 04:30:00,7578,5580,1485,1210,4892
2024-06-28 05:00:00,7822,5717,1487,1228,4961
2024-06-28 05:30:00,8153,5871,1494,1257,5182
2024-06-28 06:00:00,8572,6100,1521,1286,5436
2024-06-28 06:30:00,9244,6408,1537,1351,5883
2024-06-28 07:00:00,10006,6573,1613,1426,6311
2024-06-28 07:30:00,10667,6595,1720,1491,6755
2024-06-28 08:00:00,10868,6500,1861,1569,7140
2024-06-28 08:30:00,10516,6362,1949,1580,7182
2024-06-28 09:00:00,9847,6064,1938,1567,7079
2024-06-28 09:30:00,9209,5765,1817,1562,6700
2024-06-28 10:00:00,8546,5423,1743,1538,6171
2024-06-28 10:30:00,7930,5246,1676,1507,5760
2024-06-28 11:00:00,7566,5035,1805,1454,5321
2024-06-28 11:30:00,7131,4980,1861,1456,5062
2024-06-28 12:00:00,6794,4924,1904,1413,4909
2024-06-28 12:30:00,6579,4909,1899,1399,4716
2024-06-28 13:00:00,6480,4945,1901,1401,4626
2024-06-28 13:30:00,6468,5031,1943,1381,4667
2024-06-28 14:00:00,6590,5188,1950,1367,4731
2024-06-28 14:30:00,6808,5337,1952,1394,4860
2024-06-28 15:00:00,7145,5565,1956,1392,5280
2024-06-28 15:30:00,7563,5892,1993,1400,5714
2024-06-28 16:00:00,8203,6266,2006,1409,6012
2024-06-28 16:30:00,8933,6635,2045,1434,6317
2024-06-28 17:00:00,9707,6979,2086,1431,6635
2024-06-28 17:30:00,10402,7244,2137,1435,6932
2024-06-28 18:00:00,10956,7425,2184,1453,7122
2024-06-28 18:30:00,11051,7392,2233,1425,7106
2024-06-28 19:00:00,10974,7312,2240,1415,7026
2024-06-28 19:30:00,10791,7170,2205,1397,6912
2024-06-28 20:00:00,10658,7130,2158,1381,6784
2024-06-28 20:30:00,10573,7062,2122,1352,6692
2024-06-28 21:00:00,10447,6913,2063,1356,6566
2024-06-28 21:30:00,10219,6774,1996,1349,6442
2024-06-28 22:00:00,9939,6630,1903,1328,6174
2024-06-28 22:30:00,9772,6491,1819,1303,5689
2024-06-28 23:00:00,9461,6276,1731,1285,5582
2024-06-28 23:30:00,9224,6113,1651,1259,5740
2024-06-29 00:00:00,8992,5928,1677,1231,5618
2024-06-29 00:30:00,8786,5801,1696,1204,5409
2024-06-29 01:00:00,8556,5669,1676,1194,5218
2024-06-29 01:30:00,8304,5606,1645,1168,5092
2024-06-29 02:00:00,8003,5549,1611,1155,4894
2024-06-29 02:30:00,7782,5505,1560,1154,4742
2024-06-29 03:00:00,7624,5475,1504,1151,4634
2024-06-29 03:30:00,7430,5465,1441,1151,4589
2024-06-29 04:00:00,7430,5449,1389,1153,4514
2024-06-29 04:30:00,7346,5489,1366,1144,4511
2024-06-29 05:00:00,7390,5546,1365,1142,4537
2024-06-29 05:30:00,7521,5617,1357,1152,4603
2024-06-29 06:00:00,7712,5709,1357,1162,4690
2024-06-29 06:30:00,8035,5870,1372,1179,4867
2024-06-29 07:00:00,8472,5981,1417,1196,5024
2024-06-29 07:30:00,8971,6039,1473,1225,5296
2024-06-29 08:00:00,9349,6020,1547,1275,5518
2024-06-29 08:30:00,9642,5936,1634,1326,5773
2024-06-29 09:00:00,9650,5580,1736,1358,5981
2024-06-29 09:30:00,9444,5248,1780,1365,6116
2024-06-29 10:00:00,8768,4962,1805,1375,6166
2024-06-29 10:30:00,8011,4850,1787,1376,6195
2024-06-29 11:00:00,7361,4927,1806,1345,6214
2024-06-29 11:30:00,6972,5098,1790,1212,6280
2024-06-29 12:00:00,7187,5414,1798,1239,6231
2024-06-29 12:30:00,7003,5527,1727,1315,6212
2024-06-29 13:00:00,6558,5308,1588,1291,6201
2024-06-29 13:30:00,6673,5368,1597,1259,6256
2024-06-29 14:00:00,7021,5590,1576,1250,6292
2024-06-29 14:30:00,7213,5711,1538,1257,6265
2024-06-29 15:00:00,7485,5865,1584,1248,6243
2024-06-29 15:30:00,7681,6067,1668,1265,6279
2024-06-29 16:00:00,8176,6364,1687,1280,6384
2024-06-29 16:30:00,8708,6575,1737,1314,6478
2024-06-29 17:00:00,9342,6821,1836,1390,6660
2024-06-29 17:30:00,9874,7062,1948,1452,6899
2024-06-29 18:00:00,10187,7093,2051,1483,7030
2024-06-29 18:30:00,10140,7054,2126,1480,6993
2024-06-29 19:00:00,10054,6924,2120,1470,6879
2024-06-29 19:30:00,9801,6778,2090,1453,6725
2024-06-29 20:00:00,9634,6823,2057,1431,6590
2024-06-29 20:30:00,9501,6794,2026,1419,6480
2024-06-29 21:00:00,9396,6639,1985,1405,6352
2024-06-29 21:30:00,9170,6511,1939,1381,6209
2024-06-29 22:00:00,8971,6384,1898,1379,6058
2024-06-29 22:30:00,8789,6313,1823,1350,5844
2024-06-29 23:00:00,8596,6131,1748,1316,5694
2024-06-29 23:30:00,8357,5993,1671,1294,5714
2024-06-30 00:00:00,8121,5845,1683,1264,5648
2024-06-30 00:30:00,7972,5687,1675,1236,5443
2024-06-30 01:00:00,7764,5560,1660,1233,5293
2024-06-30 01:30:00,7509,5473,1596,1233,5169
2024-06-30 02:00:00,7245,5431,1554,1227,5026
2024-06-30 02:30:00,7061,5414,1517,1231,4871
2024-06-30 03:00:00,6907,5361,1493,1231,4775
2024-06-30 03:30:00,6820,5352,1490,1237,4746
2024-06-30 04:00:00,6777,5342,1440,1233,4676
2024-06-30 04:30:00,6765,5367,1416,1240,4659
2024-06-30 05:00:00,6760,5387,1385,1242,4642
2024-06-30 05:30:00,6816,5416,1363,1245,4716
2024-06-30 06:00:00,6893,5475,1358,1270,4831
2024-06-30 06:30:00,7054,5630,1375,1283,4972
2024-06-30 07:00:00,7308,5677,1410,1304,5116
2024-06-30 07:30:00,7616,5704,1451,1328,5313
2024-06-30 08:00:00,7994,5701,1525,1376,5546
2024-06-30 08:30:00,8341,5668,1594,1432,5811
2024-06-30 09:00:00,8442,5425,1598,1485,5854
2024-06-30 09:30:00,8729,5086,1517,1484,5888
2024-06-30 10:00:00,8688,4815,1379,1497,5770
2024-06-30 10:30:00,8563,4720,1239,1484,5543
2024-06-30 11:00:00,8596,4696,1236,1443,5337
2024-06-30 11:30:00,8677,4542,1228,1408,5240
2024-06-30 12:00:00,8611,4392,1170,1370,4895
2024-06-30 12:30:00,8555,4291,1175,1367,4817
2024-06-30 13:00:00,8498,4245,1218,1354,4974
2024-06-30 13:30:00,8437,4356,1194,1343,5054
2024-06-30 14:00:00,8461,4516,1265,1328,4995
2024-06-30 14:30:00,8650,4778,1235,1305,5049
2024-06-30 15:00:00,8820,5154,1254,1352,5248
2024-06-30 15:30:00,9124,5520,1375,1369,5634
2024-06-30 16:00:00,9483,5947,1486,1415,5864
2024-06-30 16:30:00,9923,6398,1584,1463,6127
2024-06-30 17:00:00,10397,6613,1754,1517,6494
2024-06-30 17:30:00,10825,6931,1926,1550,6917
2024-06-30 18:00:00,11180,7124,2098,1587,7228
2024-06-30 18:30:00,11195,7164,2218,1594,7298
2024-06-30 19:00:00,11114,7049,2229,1577,7219
2024-06-30 19:30:00,10893,6915,2205,1551,7158
2024-06-30 20:00:00,10710,6940,2172,1513,6996
2024-06-30 20:30:00,10502,6876,2138,1500,6877
2024-06-30 21:00:00,10298,6705,2071,1492,6718
2024-06-30 21:30:00,9969,6546,2010,1467,6485
2024-06-30 22:00:00,9607,6399,1924,1417,6283
2024-06-30 22:30:00,9328,6286,1828,1372,5971
2024-06-30 23:00:00,8983,6123,1723,1345,5775
2024-06-30 23:30:00,8734,5956,1615,1317,5721